image,query_default,query_alt1,query_alt2,target
test/images/hurricane-harvey_00000331_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000331_post_disaster.tif
test/images/hurricane-harvey_00000339_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000339_post_disaster.tif
test/images/hurricane-harvey_00000353_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000353_post_disaster.tif
test/images/hurricane-harvey_00000416_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000416_post_disaster.tif
test/images/hurricane-harvey_00000458_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000458_post_disaster.tif
test/images/hurricane-harvey_00000460_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000460_post_disaster.tif
test/images/hurricane-harvey_00000464_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000464_post_disaster.tif
test/images/hurricane-harvey_00000466_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000466_post_disaster.tif
test/images/hurricane-harvey_00000468_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000468_post_disaster.tif
test/images/hurricane-harvey_00000476_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000476_post_disaster.tif
test/images/hurricane-harvey_00000485_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000485_post_disaster.tif
test/images/hurricane-harvey_00000498_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000498_post_disaster.tif
test/images/hurricane-harvey_00000504_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000504_post_disaster.tif
test/images/hurricane-harvey_00000510_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000510_post_disaster.tif
test/images/hurricane-harvey_00000516_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-harvey_00000516_post_disaster.tif
test/images/hurricane-matthew_00000277_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-matthew_00000277_post_disaster.tif
test/images/hurricane-matthew_00000286_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-matthew_00000286_post_disaster.tif
test/images/hurricane-matthew_00000291_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-matthew_00000291_post_disaster.tif
test/images/hurricane-matthew_00000325_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-matthew_00000325_post_disaster.tif
test/images/hurricane-matthew_00000348_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-matthew_00000348_post_disaster.tif
test/images/hurricane-matthew_00000352_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-matthew_00000352_post_disaster.tif
test/images/hurricane-matthew_00000383_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-matthew_00000383_post_disaster.tif
test/images/hurricane-matthew_00000395_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-matthew_00000395_post_disaster.tif
test/images/hurricane-michael_00000030_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000030_post_disaster.tif
test/images/hurricane-michael_00000057_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000057_post_disaster.tif
test/images/hurricane-michael_00000069_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000069_post_disaster.tif
test/images/hurricane-michael_00000070_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000070_post_disaster.tif
test/images/hurricane-michael_00000082_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000082_post_disaster.tif
test/images/hurricane-michael_00000089_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000089_post_disaster.tif
test/images/hurricane-michael_00000121_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000121_post_disaster.tif
test/images/hurricane-michael_00000128_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000128_post_disaster.tif
test/images/hurricane-michael_00000129_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000129_post_disaster.tif
test/images/hurricane-michael_00000149_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000149_post_disaster.tif
test/images/hurricane-michael_00000155_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000155_post_disaster.tif
test/images/hurricane-michael_00000163_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000163_post_disaster.tif
test/images/hurricane-michael_00000168_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000168_post_disaster.tif
test/images/hurricane-michael_00000176_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000176_post_disaster.tif
test/images/hurricane-michael_00000178_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000178_post_disaster.tif
test/images/hurricane-michael_00000182_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000182_post_disaster.tif
test/images/hurricane-michael_00000193_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000193_post_disaster.tif
test/images/hurricane-michael_00000198_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000198_post_disaster.tif
test/images/hurricane-michael_00000203_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000203_post_disaster.tif
test/images/hurricane-michael_00000218_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000218_post_disaster.tif
test/images/hurricane-michael_00000235_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000235_post_disaster.tif
test/images/hurricane-michael_00000242_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000242_post_disaster.tif
test/images/hurricane-michael_00000254_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000254_post_disaster.tif
test/images/hurricane-michael_00000256_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000256_post_disaster.tif
test/images/hurricane-michael_00000264_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000264_post_disaster.tif
test/images/hurricane-michael_00000270_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000270_post_disaster.tif
test/images/hurricane-michael_00000278_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000278_post_disaster.tif
test/images/hurricane-michael_00000291_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000291_post_disaster.tif
test/images/hurricane-michael_00000316_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000316_post_disaster.tif
test/images/hurricane-michael_00000327_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000327_post_disaster.tif
test/images/hurricane-michael_00000352_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000352_post_disaster.tif
test/images/hurricane-michael_00000366_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000366_post_disaster.tif
test/images/hurricane-michael_00000368_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000368_post_disaster.tif
test/images/hurricane-michael_00000378_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000378_post_disaster.tif
test/images/hurricane-michael_00000384_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000384_post_disaster.tif
test/images/hurricane-michael_00000397_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000397_post_disaster.tif
test/images/hurricane-michael_00000399_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000399_post_disaster.tif
test/images/hurricane-michael_00000414_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000414_post_disaster.tif
test/images/hurricane-michael_00000418_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000418_post_disaster.tif
test/images/hurricane-michael_00000426_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000426_post_disaster.tif
test/images/hurricane-michael_00000428_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000428_post_disaster.tif
test/images/hurricane-michael_00000437_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000437_post_disaster.tif
test/images/hurricane-michael_00000447_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000447_post_disaster.tif
test/images/hurricane-michael_00000459_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000459_post_disaster.tif
test/images/hurricane-michael_00000468_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000468_post_disaster.tif
test/images/hurricane-michael_00000471_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000471_post_disaster.tif
test/images/hurricane-michael_00000478_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000478_post_disaster.tif
test/images/hurricane-michael_00000481_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000481_post_disaster.tif
test/images/hurricane-michael_00000507_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000507_post_disaster.tif
test/images/hurricane-michael_00000526_pre_disaster.tif,post hurricane,storm damaged area,hurricane-affected region,test/images/hurricane-michael_00000526_post_disaster.tif
test/images/palu-tsunami_00000008_pre_disaster.tif,post tsunami,inundated coastal area,tsunami-affected coastline,test/images/palu-tsunami_00000008_post_disaster.tif
test/images/palu-tsunami_00000010_pre_disaster.tif,post tsunami,inundated coastal area,tsunami-affected coastline,test/images/palu-tsunami_00000010_post_disaster.tif
test/images/palu-tsunami_00000012_pre_disaster.tif,post tsunami,inundated coastal area,tsunami-affected coastline,test/images/palu-tsunami_00000012_post_disaster.tif
test/images/palu-tsunami_00000032_pre_disaster.tif,post tsunami,inundated coastal area,tsunami-affected coastline,test/images/palu-tsunami_00000032_post_disaster.tif
test/images/palu-tsunami_00000096_pre_disaster.tif,post tsunami,inundated coastal area,tsunami-affected coastline,test/images/palu-tsunami_00000096_post_disaster.tif
test/images/palu-tsunami_00000165_pre_disaster.tif,post tsunami,inundated coastal area,tsunami-affected coastline,test/images/palu-tsunami_00000165_post_disaster.tif
test/images/palu-tsunami_00000173_pre_disaster.tif,post tsunami,inundated coastal area,tsunami-affected coastline,test/images/palu-tsunami_00000173_post_disaster.tif
test/images/palu-tsunami_00000185_pre_disaster.tif,post tsunami,inundated coastal area,tsunami-affected coastline,test/images/palu-tsunami_00000185_post_disaster.tif
test/images/palu-tsunami_00000193_pre_disaster.tif,post tsunami,inundated coastal area,tsunami-affected coastline,test/images/palu-tsunami_00000193_post_disaster.tif
test/images/guatemala-volcano_00000003_pre_disaster.tif,post volcano,volcanic damage,lava-affected area,test/images/guatemala-volcano_00000003_post_disaster.tif
test/images/guatemala-volcano_00000005_pre_disaster.tif,post volcano,volcanic damage,lava-affected area,test/images/guatemala-volcano_00000005_post_disaster.tif
test/images/guatemala-volcano_00000009_pre_disaster.tif,post volcano,volcanic damage,lava-affected area,test/images/guatemala-volcano_00000009_post_disaster.tif
test/images/guatemala-volcano_00000021_pre_disaster.tif,post volcano,volcanic damage,lava-affected area,test/images/guatemala-volcano_00000021_post_disaster.tif
